epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,18.51696461200714,6.8125,3.5779255294799803,13.0
2,3.4842109727859496,15.125,3.240869369506836,22.5
3,3.2259184980392455,20.625,3.047662296295166,26.5
4,3.028653392791748,25.4375,2.873638114929199,32.0
5,2.897867579460144,26.875,2.7403314304351807,32.5
6,2.6901715898513796,31.625,2.7108036518096923,34.5
7,2.577366771697998,32.625,2.5333918857574464,37.5
8,2.396437616348267,36.25,2.5117505264282225,39.5
9,2.2632876443862915,35.8125,2.4036518478393556,44.0
10,2.1626343607902525,39.625,2.3371434783935547,40.5
11,2.025553185939789,42.5625,2.2254646015167237,44.5
12,2.040335500240326,42.375,2.34612943649292,44.5
13,1.9532783770561217,42.875,2.1468728828430175,45.25
14,1.89196293592453,43.4375,2.0513454914093017,42.75
15,1.953468792438507,42.875,1.9951637363433838,47.25
16,1.8317986011505127,46.0,2.005890278816223,47.0
17,1.7030338883399962,48.875,1.894702672958374,50.5
18,1.6807694935798645,48.875,1.9843080615997315,47.5
19,1.6744099044799805,49.875,2.043991527557373,47.0
20,1.580455048084259,52.0,1.9333494758605958,50.25
21,1.6099868059158324,50.625,1.9165312099456786,49.0
22,1.6565095734596254,48.5625,1.9228079509735108,50.5
23,1.5989895963668823,50.375,1.9446670627593994,50.0
24,1.6762704968452453,47.75,1.8752733659744263,52.0
25,1.5315889847278594,51.5625,1.9328137397766114,47.5
26,1.5206237244606018,53.25,1.8918947792053222,49.25
27,1.4806971907615663,54.0,1.8473382377624512,52.0
28,1.535449845790863,53.25,1.8630102920532225,52.75
29,1.5728940296173095,51.25,1.8798514223098755,50.5
30,1.4679929423332214,55.25,1.983373351097107,49.25
31,1.3814778172969817,56.4375,1.7548587322235107,53.5
32,1.439251401424408,54.1875,1.8766927337646484,50.75
33,1.454332947731018,55.0,1.7264738941192628,56.5
34,1.397067369222641,56.375,1.8426494598388672,53.5
35,1.3553551590442658,57.75,1.9687818908691406,53.0
36,1.3441662907600402,57.375,1.9199365997314453,52.25
37,1.3967290210723877,56.3125,1.8426081562042236,53.75
38,1.348305195569992,58.3125,1.7733365774154664,54.0
39,1.324983798265457,57.3125,1.8383092737197877,54.0
40,1.3497276508808136,57.8125,1.7205660152435303,53.25
41,1.2728728365898132,59.5625,1.797020583152771,55.5
42,1.2186965358257293,60.9375,1.8461675930023194,55.25
43,1.2236509287357331,60.9375,2.0748199653625488,54.5
44,1.2403214979171753,62.6875,2.094394578933716,52.5
45,1.2557123148441314,60.625,1.8931282901763915,57.5
46,1.2286620020866394,61.8125,1.906852126121521,53.5
47,1.200365459918976,61.4375,1.959493980407715,54.75
48,1.2585670745372772,60.6875,1.9190162658691405,51.75
49,1.209453922510147,61.4375,1.7499647903442384,58.25
50,1.2158279860019683,59.8125,1.986338586807251,54.0
