epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,18.08524606227875,5.625,3.6857883071899415,10.0
2,3.6093433904647827,11.3125,3.332177152633667,19.75
3,3.3319255828857424,17.1875,3.1262036418914794,23.5
4,3.1278647232055663,22.0625,2.9674410247802734,28.25
5,2.9546619606018067,26.0625,2.8861019897460936,30.0
6,2.790048508644104,29.0625,2.7178447532653807,33.75
7,2.638615436553955,31.8125,2.4944375801086425,37.0
8,2.4741931486129762,35.0625,2.510353851318359,38.75
9,2.3766927909851074,36.875,2.2793449211120604,45.5
10,2.245584750175476,38.625,2.2948115921020507,45.25
11,2.231371006965637,40.125,2.176787176132202,47.75
12,2.0747151231765746,42.5625,2.172738561630249,48.75
13,2.082739555835724,42.1875,2.0848443126678466,50.0
14,1.9328736901283263,45.25,2.182637405395508,45.25
15,1.9059044981002808,44.6875,1.9484990978240966,49.0
16,1.867824306488037,46.1875,1.9014639854431152,50.5
17,1.820225989818573,47.25,1.8183714962005615,50.25
18,1.7141624355316163,49.125,1.8442170381546021,53.25
19,1.675509226322174,49.3125,1.8212938451766967,53.5
20,1.6722297525405885,48.8125,1.793926887512207,52.0
21,1.6479091024398804,51.625,1.9083593416213989,55.5
22,1.5327419257164,52.5,1.9491193771362305,49.75
23,1.6383286643028259,50.3125,1.7814618349075317,52.0
24,1.463946260213852,55.25,1.6871671390533447,56.5
25,1.5378350377082826,53.25,1.9460543632507323,54.5
26,1.550328984260559,52.25,1.7239536476135253,55.0
27,1.483201229572296,54.75,1.6938709259033202,53.0
28,1.529864717721939,53.25,1.7047216367721558,59.5
29,1.5247760272026063,53.0,1.6963835334777833,59.5
30,1.396312072277069,55.4375,1.7164912414550781,58.75
31,1.361479686498642,57.6875,1.5815132570266723,55.5
32,1.5061083936691284,53.625,1.7296467638015747,54.75
33,1.4497485947608948,53.6875,1.6794444227218628,55.25
34,1.3625336813926696,57.9375,1.910947151184082,54.0
35,1.377872884273529,56.3125,1.6777217292785644,55.25
36,1.3111013603210449,58.6875,1.7479455804824828,59.0
37,1.2940199196338653,58.9375,1.646942548751831,55.5
38,1.371444628238678,56.9375,1.6055657434463502,56.25
39,1.3865523314476014,56.6875,1.6149216175079346,55.75
40,1.2885363483428955,59.875,1.6414894485473632,56.75
41,1.3867446494102478,55.3125,1.7854941272735596,56.25
42,1.2743638467788696,59.5625,1.708387894630432,60.25
43,1.275265221595764,59.9375,1.5499435758590698,62.5
44,1.2307469522953034,58.875,1.6113224124908447,61.25
45,1.3384950530529023,57.5,1.6619533443450927,55.75
46,1.380507538318634,55.4375,1.7231648254394532,54.75
47,1.3030791640281678,56.625,1.5749956703186034,60.25
48,1.1893382263183594,59.875,1.6622931432724,60.75
49,1.223735431432724,60.625,1.6732557582855225,59.75
50,1.2689631271362305,59.375,1.6025681114196777,58.25
