experiment,group,variant,fold,epoch,train_loss,train_acc,test_loss,test_acc,test_clip_acc
lr_0.001,learning_rate,long,1,47,0.6223079475263754,0.8075520833333333,1.914315178990364,0.494375,0.5675
lr_0.001,learning_rate,long,1,48,0.6094567067921162,0.8125911458333334,1.9040256440639496,0.50375,0.6
lr_0.001,learning_rate,long,1,49,0.5967151884300014,0.8160546875,1.9252957006295521,0.5054166666666666,0.59
lr_0.001,learning_rate,long,1,50,0.5854665949009359,0.8201041666666666,1.9288951953252156,0.5125,0.605
lr_0.001,learning_rate,long,1,51,0.5723852922674268,0.8232161458333334,1.9070920298496883,0.5045833333333334,0.585
lr_0.001,learning_rate,long,1,52,0.5605768740642816,0.8275520833333333,1.9200501789649327,0.5033333333333333,0.585
lr_0.001,learning_rate,long,1,53,0.549284077482298,0.8314322916666667,1.925829569498698,0.5139583333333333,0.6025
lr_0.001,learning_rate,long,1,54,0.5444442282120386,0.8312630208333334,1.9167458415031433,0.5164583333333334,0.605
lr_0.001,learning_rate,long,1,55,0.5283745734486729,0.8375,1.9252392947673798,0.5039583333333333,0.5925
lr_0.001,learning_rate,long,1,56,0.5234237663292637,0.8388932291666666,1.9239483277002971,0.5079166666666667,0.605
lr_0.001,learning_rate,long,1,57,0.5133075445579985,0.843046875,1.9149902413288753,0.5108333333333334,0.5975
lr_0.001,learning_rate,long,1,58,0.5039618608231345,0.8446744791666667,1.927203580737114,0.5125,0.605
lr_0.001,learning_rate,long,1,59,0.49879348184913397,0.846328125,1.9249781121810277,0.521875,0.61
lr_0.001,learning_rate,long,1,60,0.4896229913768669,0.8481901041666666,1.9076544493436813,0.5141666666666667,0.605
lr_0.001,learning_rate,long,1,61,0.4770735882533093,0.8534765625,1.9194379945596058,0.514375,0.61
lr_0.001,learning_rate,long,1,62,0.47270941035822034,0.855625,1.9437834719816844,0.5120833333333333,0.605
lr_0.001,learning_rate,long,1,63,0.4665493913150082,0.8558854166666666,1.9312080542246501,0.52125,0.6125
lr_0.001,learning_rate,long,1,64,0.4582319474623849,0.8601041666666667,1.9427823623021443,0.5135416666666667,0.605
lr_0.001,learning_rate,long,1,65,0.4530291374151905,0.8601171875,1.958130697409312,0.52,0.6
lr_0.001,learning_rate,long,1,66,0.44819696014747024,0.8637760416666667,1.938303569952647,0.5225,0.615
lr_0.001,learning_rate,long,1,67,0.4381097365791599,0.8661197916666666,1.9621788163979847,0.5120833333333333,0.5925
lr_0.001,learning_rate,long,1,68,0.4348227988618116,0.8661067708333333,1.9663761655489604,0.5058333333333334,0.6075
lr_0.001,learning_rate,long,1,69,0.42963580833747983,0.8682161458333333,1.9500930557648342,0.515,0.6075
lr_0.001,learning_rate,long,1,70,0.42158764802540344,0.87078125,1.9428720225890477,0.5152083333333334,0.615
lr_0.001,learning_rate,long,1,71,0.41631073822888237,0.8733723958333334,1.9534461498260498,0.5189583333333333,0.625
lr_0.001,learning_rate,long,1,72,0.41201635682955384,0.8730729166666666,1.9816387097040813,0.5158333333333334,0.605
lr_0.001,learning_rate,long,1,73,0.40459756436757743,0.8763020833333334,1.9607313374678295,0.5235416666666667,0.625
lr_0.001,learning_rate,long,1,74,0.4011862698631982,0.8764322916666667,1.9506820539633434,0.52625,0.6125
lr_0.001,learning_rate,long,1,75,0.3959464674505095,0.8785416666666667,2.0033098757267,0.5172916666666667,0.6175
lr_0.001,learning_rate,long,1,76,0.39162250119261444,0.8801302083333333,1.9875136117140453,0.5154166666666666,0.62
lr_0.001,learning_rate,long,1,77,0.38778925974232453,0.8806770833333334,2.0028021981318793,0.5114583333333333,0.6025
lr_0.001,learning_rate,long,1,78,0.38053057397094864,0.8840494791666667,1.9834806025028229,0.5260416666666666,0.62
lr_0.001,learning_rate,long,1,79,0.3804061374006172,0.8835677083333333,1.9913011689980824,0.5108333333333334,0.6
lr_0.001,learning_rate,long,1,80,0.37479872078013915,0.88453125,1.9767078558603923,0.5202083333333334,0.6175
lr_0.001,learning_rate,long,1,81,0.3720348159937809,0.8863411458333333,1.9850077629089355,0.516875,0.6075
lr_0.001,learning_rate,long,1,82,0.3677656905880819,0.8873958333333334,1.9918975333372753,0.5222916666666667,0.6175
lr_0.001,learning_rate,long,1,83,0.3627349177064995,0.8889583333333333,1.9996645251909893,0.5252083333333334,0.6225
lr_0.001,learning_rate,long,1,84,0.3578300008860727,0.8901692708333333,1.9894627183675766,0.5247916666666667,0.62
lr_0.001,learning_rate,long,1,85,0.35576047577584785,0.8905989583333334,1.9970903793970745,0.518125,0.6225
lr_0.001,learning_rate,long,1,86,0.35191391812016565,0.8924609375,1.9810054649909337,0.5222916666666667,0.61
lr_0.001,learning_rate,long,1,87,0.3468547890273233,0.8934375,2.0270290821790695,0.5170833333333333,0.6275
lr_0.001,learning_rate,long,1,88,0.34391361017090577,0.8942057291666666,2.015547752380371,0.5204166666666666,0.6275
lr_0.001,learning_rate,long,1,89,0.34254809383613366,0.8963671875,2.0006643682718277,0.5222916666666667,0.6225
lr_0.001,learning_rate,long,1,90,0.33678791920344037,0.8989583333333333,2.0160443633794785,0.525,0.62
lr_0.001,learning_rate,long,1,91,0.3353454878088087,0.8979817708333333,2.0134068528811135,0.5225,0.6225
lr_0.001,learning_rate,long,1,92,0.328440462006256,0.9007291666666667,2.0375722547372184,0.5166666666666667,0.6075
lr_0.001,learning_rate,long,1,93,0.33189523546025157,0.8991927083333333,2.024044637878736,0.5210416666666666,0.6225
lr_0.001,learning_rate,long,1,94,0.3254279842755447,0.9019921875,2.037199303507805,0.5266666666666666,0.6325
lr_0.001,learning_rate,long,1,95,0.32414278962338966,0.9018880208333333,2.015070989727974,0.5208333333333334,0.605
lr_0.001,learning_rate,long,1,96,0.318599418271333,0.9025651041666667,2.0339056005080542,0.5297916666666667,0.6225
lr_0.001,learning_rate,long,1,97,0.3167737110052258,0.9036979166666667,2.027368724346161,0.5279166666666667,0.625
lr_0.001,learning_rate,long,1,98,0.3155813259072602,0.9039973958333334,2.0348250766595206,0.528125,0.625
lr_0.001,learning_rate,long,1,99,0.31185469155510265,0.9056380208333333,2.0407024125258126,0.528125,0.6175
lr_0.001,learning_rate,long,1,100,0.3077852443093434,0.906796875,2.0415354669094086,0.52875,0.635
lr_0.001,learning_rate,long,1,101,0.3052287232130766,0.9076953125,2.0228182822465897,0.535,0.6275
lr_0.001,learning_rate,long,1,102,0.3034762624884024,0.9075390625,2.0576504121224084,0.5247916666666667,0.6175
lr_0.001,learning_rate,long,1,103,0.3028421209892258,0.9092317708333333,2.058546766638756,0.5208333333333334,0.62
lr_0.001,learning_rate,long,1,104,0.30342273592638475,0.9079166666666667,2.065639480948448,0.5204166666666666,0.6225
lr_0.001,learning_rate,long,1,105,0.29699110934355605,0.9101302083333334,2.064920882383982,0.5260416666666666,0.63
lr_0.001,learning_rate,long,1,106,0.29656695244678605,0.9095833333333333,2.058738892277082,0.523125,0.62
lr_0.001,learning_rate,long,1,107,0.2930064314665894,0.9110546875,2.0569105645020804,0.5335416666666667,0.635
lr_0.001,learning_rate,long,1,108,0.28992663968044025,0.912890625,2.076157341400782,0.5329166666666667,0.625
lr_0.001,learning_rate,long,1,109,0.2878071508215119,0.9129036458333334,2.0722169627745948,0.52875,0.62
lr_0.001,learning_rate,long,1,110,0.2849933911735813,0.9133854166666666,2.0624663482109704,0.5310416666666666,0.6275
lr_0.001,learning_rate,long,1,111,0.28303787981470424,0.9142838541666667,2.079288825392723,0.5310416666666666,0.6275
lr_0.001,learning_rate,long,1,112,0.28323365778972703,0.9145052083333334,2.077815035978953,0.5310416666666666,0.625
lr_0.001,learning_rate,long,1,113,0.27984638752726215,0.9150911458333333,2.098653351267179,0.5272916666666667,0.62
lr_0.001,learning_rate,long,1,114,0.27779633994214237,0.9174088541666666,2.0740679601828256,0.5220833333333333,0.6175
lr_0.001,learning_rate,long,1,115,0.2772682666933785,0.9160026041666667,2.072335183620453,0.535625,0.64
lr_0.001,learning_rate,long,1,116,0.2770372585703929,0.9163541666666667,2.0939486672480903,0.52375,0.6175
lr_0.001,learning_rate,long,1,117,0.2720634288464983,0.9184244791666667,2.1008335103591285,0.519375,0.6225
lr_0.001,learning_rate,long,1,118,0.2736835105655094,0.9175260416666666,2.0776770412921906,0.5291666666666667,0.625
lr_0.001,learning_rate,long,1,119,0.2717733249301091,0.9178776041666666,2.1074190537134805,0.5279166666666667,0.6325
lr_0.001,learning_rate,long,1,120,0.26786724012345076,0.9190494791666667,2.1150061935186386,0.5195833333333333,0.62
lr_0.001,learning_rate,long,1,121,0.26713660231325775,0.9188671875,2.0922309309244156,0.5283333333333333,0.6225
lr_0.001,learning_rate,long,1,122,0.26525647402741015,0.9197786458333334,2.124479199449221,0.5210416666666666,0.625
lr_0.001,learning_rate,long,1,123,0.2646985516961043,0.9206640625,2.1168737461169562,0.5304166666666666,0.6325
lr_0.001,learning_rate,long,1,124,0.26729100310088444,0.9202213541666666,2.1473478277524314,0.5204166666666666,0.61
lr_0.001,learning_rate,long,1,125,0.26050176413264126,0.9211328125,2.1057694603999457,0.5308333333333334,0.6125
lr_0.001,learning_rate,long,1,126,0.25950850049654645,0.921484375,2.098236898581187,0.531875,0.6175
lr_0.001,learning_rate,long,1,127,0.2588980368648966,0.9220182291666666,2.117223064104716,0.5345833333333333,0.6425
lr_0.001,learning_rate,long,1,128,0.25625534006394446,0.9226302083333333,2.1268070141474404,0.5225,0.6125
lr_0.001,learning_rate,long,1,129,0.25482505133065086,0.923515625,2.139003723859787,0.5254166666666666,0.6125
lr_0.001,learning_rate,long,1,130,0.25353715165207785,0.92328125,2.1166907201210656,0.53125,0.6325
lr_0.001,learning_rate,long,1,131,0.25015114597044885,0.9252213541666666,2.122530226906141,0.5241666666666667,0.615
lr_0.001,learning_rate,long,1,132,0.2507444555715968,0.9244661458333333,2.1188275714715323,0.5272916666666667,0.62
lr_0.001,learning_rate,long,1,133,0.25261119718197733,0.9242317708333333,2.1432094126939774,0.5233333333333333,0.625
lr_0.001,learning_rate,long,1,134,0.24887031456455588,0.9253776041666667,2.0898700058460236,0.5277083333333333,0.625
lr_0.001,learning_rate,long,1,135,0.245663764498507,0.925859375,2.125758707523346,0.5304166666666666,0.63
lr_0.001,learning_rate,long,1,136,0.24736728643377623,0.9258333333333333,2.139903093377749,0.536875,0.6325
lr_0.001,learning_rate,long,1,137,0.24449023014555374,0.9260807291666666,2.1385436207056046,0.525,0.62
lr_0.001,learning_rate,long,1,138,0.2455952394520864,0.925625,2.1373682220776877,0.519375,0.615
lr_0.001,learning_rate,long,1,139,0.2447639285431554,0.9268880208333333,2.120827406644821,0.5366666666666666,0.6375
lr_0.001,learning_rate,long,1,140,0.24291058540499458,0.9273828125,2.12411559621493,0.534375,0.63
lr_0.001,learning_rate,long,1,141,0.2398543015976126,0.9282161458333333,2.1343007336060205,0.5320833333333334,0.63
lr_0.001,learning_rate,long,1,142,0.24020463422251245,0.9281901041666667,2.127445583542188,0.5295833333333333,0.615
lr_0.001,learning_rate,long,1,143,0.24127581129626682,0.9285807291666667,2.141472856203715,0.5322916666666667,0.6225
lr_0.001,learning_rate,long,1,144,0.23911681080547473,0.9284375,2.141721189022064,0.5375,0.6325
lr_0.001,learning_rate,long,1,145,0.23692717034524927,0.929140625,2.151847998301188,0.5277083333333333,0.625
lr_0.001,learning_rate,long,1,146,0.23493147327098995,0.9300911458333333,2.1370804011821747,0.531875,0.625
lr_0.001,learning_rate,long,1,147,0.234558787701341,0.929375,2.115943824251493,0.5420833333333334,0.635
lr_0.001,learning_rate,long,1,148,0.23425153033652654,0.9300260416666667,2.144730786482493,0.5416666666666666,0.6225
lr_0.001,learning_rate,long,1,149,0.23285971609099457,0.9304947916666667,2.150245596965154,0.5358333333333334,0.6225
lr_0.001,learning_rate,long,1,150,0.23303043784108013,0.9298958333333334,2.1698031624158225,0.5285416666666667,0.6125
lr_0.001,learning_rate,long,2,1,8.140056064973274,0.037135416666666664,3.7220321198304496,0.09458333333333334,0.1225
lr_0.001,learning_rate,long,2,2,3.5686065579454103,0.0893359375,3.44076669216156,0.1725,0.21
lr_0.001,learning_rate,long,2,3,3.1367949973791838,0.15942708333333333,3.190401275952657,0.23395833333333332,0.27
lr_0.001,learning_rate,long,2,4,2.8288418458153806,0.2209375,3.0219700634479523,0.27770833333333333,0.3075
lr_0.001,learning_rate,long,2,5,2.6088383719325066,0.26697916666666666,2.9016411205132804,0.2975,0.325
lr_0.001,learning_rate,long,2,6,2.444136324028174,0.30494791666666665,2.8104009131590524,0.321875,0.355
lr_0.001,learning_rate,long,2,7,2.300480036685864,0.3385286458333333,2.7131886879603067,0.33479166666666665,0.385
lr_0.001,learning_rate,long,2,8,2.1672943060596785,0.3724609375,2.6444524029890695,0.34958333333333336,0.3925
lr_0.001,learning_rate,long,2,9,2.054618109638492,0.39967447916666665,2.5758699675401053,0.36541666666666667,0.4225
lr_0.001,learning_rate,long,2,10,1.9556162875766556,0.42572916666666666,2.507769068082174,0.3772916666666667,0.4375
lr_0.001,learning_rate,long,2,11,1.8568315679828327,0.45059895833333335,2.447729686896006,0.39479166666666665,0.4575
lr_0.001,learning_rate,long,2,12,1.7747103655710816,0.4760026041666667,2.400867313146591,0.3975,0.4475
lr_0.001,learning_rate,long,2,13,1.6962617620204885,0.49670572916666667,2.3493418196837106,0.4089583333333333,0.4525
lr_0.001,learning_rate,long,2,14,1.6184256893272202,0.5180989583333333,2.323894610007604,0.4166666666666667,0.4775
lr_0.001,learning_rate,long,2,15,1.5471935523673892,0.5381380208333333,2.2877886643012366,0.4141666666666667,0.4725
lr_0.001,learning_rate,long,2,16,1.4800781045729916,0.557421875,2.245865215857824,0.4272916666666667,0.5025
lr_0.001,learning_rate,long,2,17,1.427510151018699,0.5711328125,2.205595741669337,0.43625,0.515
lr_0.001,learning_rate,long,2,18,1.3724827167267601,0.5891536458333333,2.1852567940950394,0.4372916666666667,0.515
lr_0.001,learning_rate,long,2,19,1.3209005097548168,0.6043098958333334,2.160600165526072,0.44083333333333335,0.5275
lr_0.001,learning_rate,long,2,20,1.2727480133374531,0.6167447916666666,2.136349375049273,0.4452083333333333,0.515
lr_0.001,learning_rate,long,2,21,1.2246363855277498,0.6305859375,2.116172214349111,0.4525,0.525
lr_0.001,learning_rate,long,2,22,1.1902610063552856,0.6416145833333333,2.0872193028529487,0.4560416666666667,0.545
lr_0.001,learning_rate,long,2,23,1.149328933718304,0.6536848958333333,2.0686129927635193,0.4660416666666667,0.5475
lr_0.001,learning_rate,long,2,24,1.114712502186497,0.6631901041666667,2.0649925967057547,0.4625,0.5275
lr_0.001,learning_rate,long,2,25,1.075680002104491,0.6736979166666667,2.0317524671554565,0.4666666666666667,0.545
lr_0.001,learning_rate,long,2,26,1.0434172780563433,0.6849609375,2.044995670517286,0.4708333333333333,0.5525
lr_0.001,learning_rate,long,2,27,1.0108925585324566,0.6932682291666666,2.025954340895017,0.47375,0.545
lr_0.001,learning_rate,long,2,28,0.9878779041270415,0.7023177083333333,2.0117563803990683,0.4735416666666667,0.56
lr_0.001,learning_rate,long,2,29,0.9576543254467348,0.7109505208333333,2.01778182387352,0.48125,0.5625
lr_0.001,learning_rate,long,2,30,0.9289602094019452,0.7180078125,2.008926292260488,0.475625,0.5575
lr_0.001,learning_rate,long,2,31,0.90610599781697,0.7237109375,2.004113564888636,0.48125,0.5675
lr_0.001,learning_rate,long,2,32,0.8822084870189428,0.7318489583333333,2.0082709739605584,0.488125,0.5725
lr_0.001,learning_rate,long,2,33,0.8610024504984418,0.7372916666666667,1.978027030825615,0.49166666666666664,0.5875
lr_0.001,learning_rate,long,2,34,0.8351694708690047,0.7459505208333334,1.964036802450816,0.4925,0.57
lr_0.001,learning_rate,long,2,35,0.8188294968567789,0.7496744791666666,1.9810001750787098,0.4891666666666667,0.57
lr_0.001,learning_rate,long,2,36,0.7971724648959935,0.7578385416666666,1.9518412748972576,0.48854166666666665,0.5725
lr_0.001,learning_rate,long,2,37,0.7787338186365863,0.7611848958333334,1.9723429133494694,0.48833333333333334,0.575
lr_0.001,learning_rate,long,2,38,0.7659376668743789,0.7665755208333334,1.9563140620787938,0.4920833333333333,0.5725
lr_0.001,learning_rate,long,2,39,0.7462612843761841,0.7726171875,1.96530382335186,0.5002083333333334,0.5875
lr_0.001,learning_rate,long,2,40,0.7290948905671636,0.778125,1.947887231906255,0.49375,0.57
lr_0.001,learning_rate,long,2,41,0.7080111380976936,0.7839583333333333,1.9569851855436962,0.49291666666666667,0.5675
lr_0.001,learning_rate,long,2,42,0.6991997902902464,0.7856901041666666,1.9756859789292018,0.49041666666666667,0.575
lr_0.001,learning_rate,long,2,43,0.6814093760525187,0.79109375,1.959294577439626,0.4866666666666667,0.545
lr_0.001,learning_rate,long,2,44,0.6657757894136012,0.7971484375,1.959367886185646,0.48875,0.555
lr_0.001,learning_rate,long,2,45,0.6520898570306599,0.8018880208333333,1.9657810926437378,0.5,0.5825
lr_0.001,learning_rate,long,2,46,0.6395276199715832,0.8044791666666666,1.9756793926159542,0.4995833333333333,0.5775
lr_0.001,learning_rate,long,2,47,0.6243981560692191,0.8093359375,1.9755359043677647,0.49125,0.575
lr_0.001,learning_rate,long,2,48,0.6119661016079286,0.8138671875,1.9587825785080593,0.5014583333333333,0.57
lr_0.001,learning_rate,long,2,49,0.6007517256463567,0.816484375,1.9707837303479512,0.4995833333333333,0.58
lr_0.001,learning_rate,long,2,50,0.5888672973184536,0.82140625,1.9665001183748245,0.5085416666666667,0.585
lr_0.001,learning_rate,long,2,51,0.5776553756246964,0.825078125,1.9386078516642253,0.5110416666666666,0.59
lr_0.001,learning_rate,long,2,52,0.5655547423133006,0.8279427083333334,1.975430781642596,0.4997916666666667,0.5675
lr_0.001,learning_rate,long,2,53,0.5538646470134457,0.8325390625,1.9484570076068242,0.5097916666666666,0.595
lr_0.001,learning_rate,long,2,54,0.5462797457973162,0.8332421875,1.9565935333569844,0.513125,0.5825
lr_0.001,learning_rate,long,2,55,0.5385310748436799,0.8362369791666666,1.9570790628592174,0.5141666666666667,0.5975
lr_0.001,learning_rate,long,2,56,0.5282873502001166,0.8401432291666666,1.9966171930233638,0.5041666666666667,0.5775
lr_0.001,learning_rate,long,2,57,0.5198179224971682,0.8415364583333333,1.9999511589606602,0.4997916666666667,0.5725
lr_0.001,learning_rate,long,2,58,0.5095194649572173,0.8458854166666666,1.9569046447674434,0.5125,0.5925
lr_0.001,learning_rate,long,2,59,0.5044080937902132,0.8472265625,1.9595573246479034,0.513125,0.5975
lr_0.001,learning_rate,long,2,60,0.49641596945002675,0.8491145833333333,1.9892710447311401,0.50875,0.58
lr_0.001,learning_rate,long,2,61,0.4843673022308697,0.85328125,1.9915053298075993,0.5091666666666667,0.58
lr_0.001,learning_rate,long,2,62,0.4790720702148974,0.8551953125,1.9756152977546055,0.514375,0.6
lr_0.001,learning_rate,long,2,63,0.47115918233369786,0.8576171875,2.020508681734403,0.5170833333333333,0.5825
lr_0.001,learning_rate,long,2,64,0.46577406069263816,0.8608072916666667,2.007518634200096,0.5085416666666667,0.5825
lr_0.001,learning_rate,long,2,65,0.46135352451043826,0.8615494791666667,1.9728537301222484,0.5179166666666667,0.585
lr_0.001,learning_rate,long,2,66,0.4509614127067228,0.8637239583333334,2.0128541737794876,0.5127083333333333,0.58
lr_0.001,learning_rate,long,2,67,0.4425328157376498,0.866171875,1.9784749746322632,0.52625,0.605
lr_0.001,learning_rate,long,2,68,0.4389545052157094,0.8674088541666667,2.014473870396614,0.5129166666666667,0.59
lr_0.001,learning_rate,long,2,69,0.4345750810268025,0.8682421875,1.9852914263804753,0.52,0.6
lr_0.001,learning_rate,long,2,70,0.42757345743787784,0.8709895833333333,2.0019813080628714,0.5158333333333334,0.595
lr_0.001,learning_rate,long,2,71,0.4188651995888601,0.873984375,2.006165564060211,0.5166666666666667,0.5875
lr_0.001,learning_rate,long,2,72,0.41506581590510905,0.8759375,2.049236739675204,0.5125,0.5925
lr_0.001,learning_rate,long,2,73,0.41196639044210315,0.876953125,2.0238195260365806,0.51875,0.5875
lr_0.001,learning_rate,long,2,74,0.4081201455555856,0.8776432291666667,2.0503005584081015,0.5172916666666667,0.585
lr_0.001,learning_rate,long,2,75,0.3987061153165996,0.8793489583333334,2.034683808684349,0.511875,0.585
lr_0.001,learning_rate,long,2,76,0.3960004667751491,0.8814583333333333,2.0760805308818817,0.5127083333333333,0.585
lr_0.001,learning_rate,long,2,77,0.39089527462298673,0.8828255208333333,2.033934935927391,0.5214583333333334,0.59
lr_0.001,learning_rate,long,2,78,0.38766206296471256,0.8835546875,2.02615716556708,0.5214583333333334,0.5975
lr_0.001,learning_rate,long,2,79,0.3848758256838967,0.8844270833333333,2.037609492739042,0.52,0.6025
lr_0.001,learning_rate,long,2,80,0.37597706572463113,0.8877864583333334,2.052570566534996,0.5152083333333334,0.5875
lr_0.001,learning_rate,long,2,81,0.37415656563825905,0.8871484375,2.019702970981598,0.5245833333333333,0.595
lr_0.001,learning_rate,long,2,82,0.37087684334255755,0.8892057291666666,2.0633765508731208,0.5175,0.59
lr_0.001,learning_rate,long,2,83,0.3666683103268345,0.89,2.0661202669143677,0.5210416666666666,0.605
lr_0.001,learning_rate,long,2,84,0.36578225491878885,0.8908854166666667,2.0538077652454376,0.524375,0.6075
lr_0.001,learning_rate,long,2,85,0.35884768267472583,0.8923046875,2.025631676117579,0.525,0.605
lr_0.001,learning_rate,long,2,86,0.35469924185114604,0.8936328125,2.049368754029274,0.523125,0.595
lr_0.001,learning_rate,long,2,87,0.35024193262991804,0.8962109375,2.0335479776064553,0.524375,0.595
lr_0.001,learning_rate,long,2,88,0.34733508170271915,0.8960286458333333,2.0741042842467627,0.5191666666666667,0.5925
lr_0.001,learning_rate,long,2,89,0.34713476671216387,0.8960416666666666,2.0992235789696374,0.5141666666666667,0.585
lr_0.001,learning_rate,long,2,90,0.34323233684214455,0.8970703125,2.0638887137174606,0.5204166666666666,0.5975
lr_0.001,learning_rate,long,2,91,0.33768932707607746,0.8982942708333334,2.081933488448461,0.5210416666666666,0.6
lr_0.001,learning_rate,long,2,92,0.335252463662376,0.8997265625,2.0452582240104675,0.5239583333333333,0.6075
lr_0.001,learning_rate,long,2,93,0.3313634945079684,0.9011067708333333,2.0656848500172296,0.5322916666666667,0.6075
lr_0.001,learning_rate,long,2,94,0.32903642075446743,0.9019140625,2.084937199950218,0.5191666666666667,0.6
lr_0.001,learning_rate,long,2,95,0.32646790899646777,0.9025390625,2.096095949411392,0.5191666666666667,0.5975
