model,hidden_size,num_layers,bidirectional,pooling,final_train_loss,final_train_acc,final_test_acc,final_clip_test_acc,best_test_acc,best_epoch,best_clip_test_acc,best_clip_epoch,training_time_secs,fold
LSTM_Run8_CapacityMeanPool_short,256,1,True,mean,0.6130111683739556,0.8447222222222223,0.4280555555555556,0.535,0.42944444444444446,56,0.5525,52,76.2,1
