train_loss,train_acc,test_acc,clip_test_acc
2.889058960808648,0.23895833333333333,0.25722222222222224,0.3075
2.3015412478976778,0.3684722222222222,0.2891666666666667,0.345
2.081383644209968,0.4301388888888889,0.31722222222222224,0.4
1.930303480360243,0.4685416666666667,0.3061111111111111,0.3975
1.8591709205839368,0.489375,0.32944444444444443,0.445
1.7577513159645928,0.5092361111111111,0.33361111111111114,0.435
1.6977716610166762,0.5328472222222222,0.345,0.45
1.6456455749935575,0.5422222222222223,0.3572222222222222,0.455
1.5946483866373697,0.5565277777777777,0.3663888888888889,0.47
1.5221693838967216,0.5761111111111111,0.3794444444444444,0.515
1.4633353344599407,0.594375,0.3541666666666667,0.48
1.431533507241143,0.605625,0.3794444444444444,0.5125
1.3806157814131843,0.6170833333333333,0.3763888888888889,0.49
1.3524975124994914,0.6285416666666667,0.3738888888888889,0.5
1.317138753467136,0.6388888888888888,0.3713888888888889,0.4975
1.2951227201355828,0.6425,0.38,0.5125
1.2672535096274482,0.6493055555555556,0.37555555555555553,0.49
1.2306636916266547,0.660625,0.3997222222222222,0.51
1.2217171075608995,0.6616666666666666,0.39166666666666666,0.5025
1.1745142065154182,0.6760416666666667,0.39194444444444443,0.515
1.1486966750356886,0.685,0.39694444444444443,0.5425
1.1235960748460558,0.6910416666666667,0.3888888888888889,0.49
1.0963763499259949,0.6977777777777778,0.37666666666666665,0.4825
1.079171787103017,0.7027777777777777,0.3963888888888889,0.53
1.0479198209444682,0.7107638888888889,0.40694444444444444,0.535
1.0255816711319818,0.72125,0.40444444444444444,0.545
1.015528563923306,0.7265277777777778,0.39666666666666667,0.5475
0.9962422031826443,0.73,0.4002777777777778,0.5325
0.962380428314209,0.7388888888888889,0.4102777777777778,0.5375
0.9498979038662381,0.7461805555555555,0.3983333333333333,0.5175
0.9350894742541843,0.7436111111111111,0.3983333333333333,0.5325
0.9102320639292399,0.7563194444444444,0.4102777777777778,0.5125
0.8819881700144874,0.7624305555555555,0.39611111111111114,0.5225
0.870424455139372,0.7653472222222222,0.41555555555555557,0.525
0.8496496342288123,0.7699305555555556,0.41305555555555556,0.545
0.835740130742391,0.7771527777777778,0.4111111111111111,0.53
0.8063960064782036,0.7845138888888888,0.4152777777777778,0.54
0.7955437219142913,0.7882638888888889,0.41888888888888887,0.535
0.7810858798027038,0.7935416666666667,0.4111111111111111,0.525
0.7651740307278103,0.7988888888888889,0.4236111111111111,0.5475
0.7500826754834917,0.8020138888888889,0.4083333333333333,0.5225
0.7346731301148732,0.805,0.4147222222222222,0.53
0.7210092450512781,0.8122222222222222,0.4177777777777778,0.5175
0.7058879843023088,0.8156944444444445,0.415,0.525
0.6939617223209805,0.8185416666666666,0.42444444444444446,0.5425
0.6883838138315412,0.8188194444444444,0.4166666666666667,0.5275
0.6736655220720503,0.8243055555555555,0.4177777777777778,0.5275
0.6590531052483453,0.8290972222222223,0.42388888888888887,0.5425
0.653572197092904,0.8314583333333333,0.4275,0.5475
0.6499880361557007,0.8334722222222222,0.42333333333333334,0.53
0.6388715393675698,0.8354861111111112,0.4236111111111111,0.5475
0.6319600755638547,0.84125,0.4261111111111111,0.5525
0.6309815558460024,0.8386805555555555,0.4263888888888889,0.5375
0.6185525715351105,0.8418055555555556,0.42444444444444446,0.5475
0.616380494038264,0.8456944444444444,0.42694444444444446,0.535
0.6188442069954342,0.8445138888888889,0.42944444444444446,0.535
0.6107984352111816,0.8468055555555556,0.4261111111111111,0.54
0.6127276292112138,0.8472222222222222,0.42777777777777776,0.5325
0.6086406440205044,0.8459722222222222,0.4275,0.535
0.6130111683739556,0.8447222222222223,0.4280555555555556,0.535
