model,hidden_size,num_layers,bidirectional,pooling,final_train_loss,final_train_acc,final_test_acc,final_clip_test_acc,best_test_acc,best_epoch,best_clip_test_acc,best_clip_epoch,training_time_secs,fold
LSTM_Run2_CapacityDown_long,64,2,True,final,0.19344808177401623,0.948125,0.4,0.4825,0.41229166666666667,46,0.5,15,103.3,1
