train_loss,train_acc,test_acc,clip_test_acc
2.5075729644298552,0.3371875,0.3072916666666667,0.35
1.7819319411118826,0.51140625,0.3929166666666667,0.455
1.4870093139012655,0.5996354166666666,0.39479166666666665,0.46
1.293271540204684,0.650625,0.425625,0.505
1.1979013816515605,0.6728125,0.43145833333333333,0.48
1.0832804157336553,0.7074479166666666,0.4266666666666667,0.5025
1.0043385787804922,0.7303645833333333,0.44979166666666665,0.5325
0.9537891646226248,0.74234375,0.439375,0.5075
0.8932359840472539,0.7597395833333334,0.4475,0.525
0.8398315084973971,0.7716145833333333,0.44895833333333335,0.5325
0.7899125892917315,0.7882291666666666,0.431875,0.51
0.7434700937072436,0.80109375,0.4427083333333333,0.5075
0.7117218936483065,0.810625,0.46416666666666667,0.54
0.6880787619948388,0.8165104166666667,0.4427083333333333,0.515
0.6650133876999219,0.8230729166666667,0.4475,0.505
0.6343703664342563,0.8324479166666666,0.45729166666666665,0.53
0.6247540270288785,0.8348958333333333,0.4558333333333333,0.5325
0.59900607680281,0.8425520833333333,0.469375,0.53
0.5638722361127535,0.8547916666666666,0.46625,0.545
0.5550587622821331,0.85421875,0.4575,0.54
0.5364131343364715,0.8596354166666667,0.46291666666666664,0.5375
0.5252001411219438,0.86359375,0.4575,0.5475
0.5115989396969477,0.8675,0.4529166666666667,0.5375
0.49243869230151177,0.8732291666666666,0.47479166666666667,0.565
0.48211663047472636,0.87453125,0.46520833333333333,0.5425
0.46353774299224215,0.8801041666666667,0.460625,0.5225
0.44808781186739605,0.88703125,0.4608333333333333,0.5575
0.44045911918083824,0.8857291666666667,0.4610416666666667,0.5475
0.42695008546113966,0.8933333333333333,0.47979166666666667,0.555
0.4129303712894519,0.895625,0.47583333333333333,0.5575
0.39757785593469935,0.90140625,0.4816666666666667,0.5625
0.3852601226667563,0.9038541666666666,0.47875,0.555
0.386391126960516,0.9002604166666667,0.46416666666666667,0.535
0.3708087808887164,0.90875,0.49083333333333334,0.5675
0.35598935653765995,0.9096354166666667,0.4775,0.5475
0.35343060615162053,0.91140625,0.46729166666666666,0.5375
0.34394941056768097,0.913125,0.4795833333333333,0.555
0.3360287997374932,0.9161979166666666,0.48291666666666666,0.5425
0.32948530949652194,0.91875,0.466875,0.5425
0.32339346917967,0.9207291666666667,0.48625,0.5425
0.3167668042083581,0.9221354166666667,0.48625,0.5575
0.30574876129627226,0.925,0.48125,0.5525
0.29740546107292176,0.9273958333333333,0.484375,0.5475
0.2928415531665087,0.9284375,0.4766666666666667,0.5425
0.28695079977313676,0.9303645833333334,0.48791666666666667,0.5525
0.2791642826795578,0.93234375,0.475625,0.54
0.2766191389163335,0.93296875,0.48791666666666667,0.56
0.2737366495281458,0.9327604166666666,0.47833333333333333,0.5525
0.2688388561954101,0.9353645833333334,0.4870833333333333,0.55
0.26572861984372137,0.9360416666666667,0.488125,0.5575
0.2587852181245883,0.9379166666666666,0.49,0.5525
0.26001849537094435,0.9380729166666667,0.488125,0.565
0.2568363944813609,0.93734375,0.49125,0.5575
0.2537275185684363,0.9380208333333333,0.4895833333333333,0.56
0.25156368987013894,0.9395833333333333,0.49,0.555
0.25068729363381864,0.93984375,0.488125,0.56
0.2477099063868324,0.94078125,0.48791666666666667,0.56
0.2484944501891732,0.9411458333333333,0.48854166666666665,0.555
0.25017373688519,0.9390625,0.489375,0.5575
0.24893705646197,0.94015625,0.4891666666666667,0.5575
