model,hidden_size,num_layers,bidirectional,pooling,final_train_loss,final_train_acc,final_test_acc,final_clip_test_acc,best_test_acc,best_epoch,best_clip_test_acc,best_clip_epoch,training_time_secs,fold
LSTM_Run5_DepthUp_long,128,3,True,final,0.15077409153028082,0.9574479166666666,0.42375,0.49,0.425,59,0.5,46,121.3,1
