model,hidden_size,num_layers,bidirectional,pooling,final_train_loss,final_train_acc,final_test_acc,final_clip_test_acc,best_test_acc,best_epoch,best_clip_test_acc,best_clip_epoch,training_time_secs,fold
LSTM_Run7_MeanPooling_long,128,2,True,mean,0.16164990061506007,0.9540104166666666,0.42041666666666666,0.49,0.433125,39,0.525,39,107.6,1
