epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,3.1329333877563474,41.8125,2.1558347606658934,55.75
2,1.7517220211029052,63.75,1.3624792623519897,71.75
3,1.248200386762619,69.25,1.1271403121948242,73.25
4,1.0173333036899566,74.6875,1.005724811553955,75.0
5,0.9185683053731918,75.375,0.9344037914276123,80.25
6,0.8131214010715485,78.9375,0.8400336074829101,78.5
7,0.7558666306734085,79.625,0.8402208352088928,78.25
8,0.7038928687572479,81.0,0.8097628283500672,78.0
9,0.6835122662782669,81.75,0.8231525993347169,79.5
10,0.6521504423022271,81.9375,0.7535697966814041,80.5
11,0.6163417702913284,82.6875,0.8161243778467179,80.0
12,0.5672337335348129,83.3125,0.7382201701402664,82.5
13,0.5386743712425232,84.5,0.751087611913681,80.75
14,0.5240961506962776,85.0625,0.737695996761322,81.5
15,0.5124484980106354,86.75,0.7334930694103241,82.25
16,0.5055883252620696,86.0625,0.7491885602474213,81.5
17,0.47115030884742737,85.9375,0.7352172374725342,82.0
18,0.46551126062870024,86.9375,0.7499531829357147,80.75
19,0.43761499136686327,87.625,0.770676805973053,81.25
20,0.43589278906583784,87.625,0.7727609276771545,81.0
21,0.43578887373209,87.3125,0.7965637898445129,81.25
22,0.42765590220689775,88.3125,0.7747407555580139,82.75
23,0.4185695342719555,88.3125,0.7408242833614349,81.0
24,0.389884901791811,89.125,0.7841211199760437,82.5
25,0.37094443559646606,90.3125,0.7422469586133957,83.5
26,0.39615385740995407,89.1875,0.7902391487360001,83.0
27,0.35423909813165666,89.4375,0.7646826565265655,82.5
28,0.3415510015189648,90.5,0.765444449186325,80.75
29,0.31911322683095933,91.0625,0.7718321907520295,83.0
30,0.3251211330294609,90.625,0.7588359582424163,83.5
31,0.327964830994606,90.75,0.8077468883991241,83.5
32,0.3387182402610779,89.8125,0.768301106095314,83.25
33,0.3071920695155859,91.6875,0.7911720940470696,83.5
34,0.31826493725180627,91.0625,0.8082401537895203,83.0
35,0.3034682561457157,91.4375,0.755692683160305,83.0
36,0.2819054575264454,91.625,0.7841546261310577,85.0
37,0.2841938227415085,92.4375,0.818857479095459,82.5
38,0.2831499606370926,92.0625,0.7716076779365539,84.25
39,0.28028462424874306,91.8125,0.8082177916169166,84.5
40,0.25772146504372356,92.9375,0.7734838861227036,83.0
41,0.2525368007645011,92.25,0.8547707095742225,82.5
42,0.2643363484740257,92.8125,0.8402107886970043,83.5
43,0.2520935256779194,93.375,0.8059275728464127,85.25
44,0.23787202194333076,93.6875,0.8486803221702576,82.0
45,0.27266602523624894,91.625,0.8625817874073982,83.0
46,0.23480249255895613,93.1875,0.8327319347858428,85.0
47,0.2400882338732481,92.875,0.8175533032417297,83.25
48,0.2274743565917015,93.25,0.8358100461959839,83.5
49,0.21018014110624791,94.125,0.804510487318039,85.0
50,0.21940131507813931,93.4375,0.8409567618370056,81.75
