epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,3.139283289909363,39.0625,2.1375017595291137,58.5
2,1.6790551471710204,64.1875,1.3885786581039428,69.0
3,1.206439621448517,71.75,1.1403552508354187,70.75
4,0.9839439874887467,75.75,1.0727859926223755,74.75
5,0.8632699066400528,77.875,0.9825347709655762,73.5
6,0.7847932094335556,80.1875,0.9462418556213379,75.25
7,0.7212589490413666,80.5,0.8242459440231323,77.5
8,0.7043424224853516,80.5,0.8860657596588135,77.0
9,0.6267514234781265,83.6875,0.7882126092910766,79.25
10,0.6281466281414032,82.625,0.8643773484230042,76.25
11,0.580203243792057,82.75,0.803742971420288,79.5
12,0.5627344679832459,85.3125,0.8885995125770569,75.5
13,0.5437378251552581,85.4375,0.8009436678886414,78.5
14,0.5327592340111732,84.5625,0.8088632369041443,78.0
15,0.4930992443859577,86.25,0.8152956151962281,77.75
16,0.5153831219673157,86.0,0.7643508529663086,79.75
17,0.48135839104652406,86.625,0.8016036701202393,80.25
18,0.44108170449733736,87.4375,0.7682922172546387,78.75
19,0.44263599306344986,87.875,0.7765794205665588,79.75
20,0.41595838248729705,88.5625,0.7811037063598633,79.75
21,0.4013582020998001,89.0,0.8961042499542237,76.5
22,0.4069922208786011,89.125,0.767550277709961,80.0
23,0.37319839000701904,89.8125,0.7559232687950135,79.75
24,0.3563382139801979,90.125,0.7758094835281372,81.0
25,0.33835243731737136,90.5625,0.7980271100997924,79.5
26,0.3484135530889034,90.5625,0.7411360287666321,80.25
27,0.3353482809662819,91.0,0.8352313172817231,78.0
28,0.3310410951077938,91.125,0.7746191310882569,81.25
29,0.3544340068101883,90.1875,0.7766998815536499,79.25
30,0.3473712693154812,89.625,0.7683261656761169,79.75
31,0.31876100331544877,91.3125,0.7889244580268859,80.75
32,0.3198408049345016,91.4375,0.7776560616493225,81.75
33,0.3084569825604558,91.125,0.7657637882232666,81.75
34,0.2856358948349953,91.75,0.7433308744430542,81.0
35,0.28483145155012607,91.75,0.7845792317390442,79.5
36,0.2724271157383919,91.875,0.7631288242340087,82.25
37,0.28384487390518187,91.875,0.7561404657363892,81.0
38,0.27851157322525977,92.125,0.76498295545578,82.0
39,0.27239068910479547,91.875,0.8206898784637451,79.75
40,0.2848122388124466,91.875,0.8069115924835205,81.0
41,0.257737812101841,92.25,0.7987850713729858,80.5
42,0.2712888266146183,91.8125,0.7885831737518311,80.25
43,0.24073902428150176,93.5625,0.8174895024299622,80.25
44,0.2738582015037537,92.3125,0.856948218345642,78.5
45,0.24842624723911286,92.75,0.7790591287612915,83.25
46,0.2406355068832636,92.8125,0.7811810398101806,81.5
47,0.249812106564641,93.0625,0.8620653820037841,79.25
48,0.26574131213128566,92.6875,0.8332909321784974,79.5
49,0.24353563766926528,93.25,0.8450009441375732,80.75
50,0.23834403686225414,92.875,0.8528358554840088,81.0
