epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,3.1432803153991697,37.5,2.220371332168579,60.0
2,1.7254275786876678,61.8125,1.3455007481575012,70.75
3,1.2412719988822938,70.8125,1.147131187915802,72.5
4,1.0607887649536132,74.1875,0.9491638231277466,78.0
5,0.9097059923410415,76.3125,0.9787198257446289,77.5
6,0.8757150238752365,76.625,0.8730898869037628,78.0
7,0.7794884914159774,79.3125,0.8379186010360717,80.0
8,0.7221672159433364,80.25,0.7936011707782745,82.0
9,0.6830143094062805,80.3125,0.8100184118747711,79.75
10,0.6563272535800934,82.5625,0.7722909545898438,78.75
11,0.602809596657753,82.6875,0.7584262228012085,80.25
12,0.6078640523552895,83.0625,0.7731601721048356,80.5
13,0.5484940525889397,84.5625,0.8168031829595566,78.5
14,0.5389830341935158,84.4375,0.7666918122768402,81.5
15,0.5232411441206932,84.875,0.7281953537464142,82.25
16,0.4766750705242157,86.1875,0.8357575958967209,81.5
17,0.4976122313737869,85.9375,0.7503201752901077,83.0
18,0.476343976855278,87.375,0.7633617174625397,81.25
19,0.4553434091806412,86.5,0.7100135040283203,82.0
20,0.4346835759282112,87.25,0.7894450676441193,81.5
21,0.4315119543671608,86.9375,0.7690452885627747,82.5
22,0.41625922471284865,88.9375,0.7576845633983612,83.0
23,0.3787611696124077,89.125,0.8134583151340484,82.25
24,0.37731037199497225,89.0625,0.8045957434177399,82.5
25,0.3889914214611053,88.375,0.7896087580919265,83.5
26,0.3705662867426872,89.75,0.7759932160377503,82.0
27,0.36739195078611375,90.25,0.7620844101905823,82.25
28,0.34731543481349947,90.375,0.7700387334823608,83.5
29,0.350367594063282,90.625,0.7015656819939613,85.25
30,0.3251409921050072,90.75,0.7287955766916275,83.5
31,0.3249077005684376,91.3125,0.7513685494661331,83.0
32,0.34155247718095777,89.625,0.7780363401770591,82.5
33,0.33310141995549203,89.9375,0.7520085543394088,84.25
34,0.28840835109353063,91.8125,0.7383783954381943,83.75
35,0.3117184242606163,91.1875,0.7363465249538421,84.0
36,0.27600152537226674,91.8125,0.7490681219100952,83.25
37,0.30524747401475905,90.625,0.76384641289711,83.75
38,0.28673836030066013,92.0625,0.760865587592125,83.5
39,0.2625943093746901,92.4375,0.7683732289075852,83.75
40,0.3070617847144604,92.375,0.8246605312824249,83.0
41,0.25426680490374565,93.375,0.7742575490474701,83.75
42,0.26750682160258293,92.1875,0.7983431619405746,83.0
43,0.24767600536346435,92.5,0.7617395591735839,84.0
44,0.25019442789256574,93.0625,0.8015521189570427,84.0
45,0.2518713164329529,92.6875,0.767207597643137,85.25
46,0.2312672208249569,93.0,0.7665832450985909,84.75
47,0.2540478370524943,93.125,0.8309515923261642,83.0
48,0.2537378114461899,93.125,0.8112329038977623,83.75
49,0.22497029326856136,94.0625,0.817781845331192,84.25
50,0.2429365584254265,93.4375,0.8355904564261436,82.5
