epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,3.797591652870178,12.6875,3.680293502807617,34.5
2,3.5833090114593507,40.625,3.489396858215332,49.25
3,3.3718667888641356,51.6875,3.2744610786437987,53.5
4,3.1186559867858885,55.875,3.023868703842163,57.0
5,2.863601117134094,58.6875,2.771511268615723,59.0
6,2.6159290647506714,60.125,2.5379805755615235,57.75
7,2.399472508430481,61.875,2.3348342895507814,58.5
8,2.212496256828308,63.1875,2.1371781730651858,62.75
9,2.038104293346405,64.5625,1.983062171936035,64.25
10,1.8740874314308167,66.1875,1.8534809827804566,67.25
11,1.7472536611557006,67.875,1.738336591720581,65.75
12,1.627882194519043,69.125,1.6352493715286256,69.25
13,1.5450510478019714,71.8125,1.546535210609436,71.25
14,1.4571548533439636,71.875,1.4595514488220216,75.0
15,1.384962453842163,72.9375,1.4048635053634644,74.0
16,1.3259784245491029,73.8125,1.338651523590088,77.25
17,1.250552670955658,74.9375,1.2823147320747375,76.75
18,1.2036675572395326,75.25,1.23630877494812,79.25
19,1.1481796789169312,76.5,1.191312518119812,78.5
20,1.1007428777217865,77.75,1.1655794668197632,77.75
21,1.0666745758056642,78.0625,1.101369640827179,79.75
22,1.0233989179134368,79.0625,1.0840972137451172,80.75
23,0.9874628806114196,79.0,1.0448904180526732,81.0
24,0.968889309167862,79.0,1.024366521835327,81.5
25,0.9360597026348114,80.4375,0.9885828447341919,82.25
26,0.9174823653697968,80.5625,0.9630352830886841,82.25
27,0.8800919842720032,80.25,0.9383965134620667,82.5
28,0.8507831740379334,81.75,0.9294156599044799,82.25
29,0.8386392039060593,81.5625,0.9075861239433288,81.0
30,0.8106499838829041,81.8125,0.8894976091384887,82.75
31,0.7855112791061402,82.6875,0.8690216040611267,83.25
32,0.7824144780635833,83.0,0.86991863489151,80.75
33,0.764185032248497,82.1875,0.8413691997528077,83.0
34,0.7276890951395035,84.0,0.828479197025299,83.75
35,0.7143849956989289,84.1875,0.8159376609325409,83.25
36,0.7066775012016296,84.9375,0.7889141988754272,83.75
37,0.6893346750736237,85.8125,0.7939788722991943,84.0
38,0.6743899685144424,85.375,0.776955281496048,84.5
39,0.6777790075540543,84.375,0.7616292333602905,83.75
40,0.6541259640455246,85.5625,0.7581994307041168,85.0
41,0.639069777727127,85.3125,0.7533516430854797,85.0
42,0.6386064112186431,85.125,0.744849179983139,84.0
43,0.6177485686540604,86.0,0.7264151930809021,84.75
44,0.6162434965372086,85.25,0.7134348356723785,83.5
45,0.5915848630666732,86.9375,0.7184077215194702,85.0
46,0.5713408380746842,86.875,0.7154806733131409,84.5
47,0.5704653224349022,86.75,0.6944076895713807,86.25
48,0.5629177743196487,87.1875,0.6973456048965454,84.25
49,0.5605521583557129,86.4375,0.6848248028755188,84.5
50,0.5631905651092529,86.5,0.6838358330726624,86.0
