epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,3.7989401769638063,13.4375,3.6452592182159425,29.0
2,3.5361203145980835,43.1875,3.4007058143615723,49.5
3,3.256395149230957,52.625,3.120291347503662,55.5
4,2.9473621702194213,58.25,2.8222164916992187,62.5
5,2.6314985084533693,62.0625,2.53977783203125,65.25
6,2.3497794818878175,65.125,2.29807505607605,66.75
7,2.1143648624420166,66.875,2.088378553390503,68.5
8,1.9034417152404786,69.3125,1.9122208881378173,69.0
9,1.7371424674987792,72.1875,1.7673827743530273,71.75
10,1.593473823070526,74.0,1.6419568824768067,71.75
11,1.468135290145874,75.5625,1.533735990524292,70.5
12,1.3607886505126954,77.0625,1.4430922555923462,73.5
13,1.269849053621292,79.5,1.363161096572876,72.75
14,1.1933847153186798,80.0,1.303777256011963,71.25
15,1.132035346031189,80.5625,1.238185272216797,72.25
16,1.0719975316524506,80.6875,1.1858615207672119,73.25
17,1.0164568436145782,82.375,1.1314836263656616,74.0
18,0.9594848656654358,83.625,1.1069265842437743,71.75
19,0.9224310421943664,83.25,1.0570559692382813,75.25
20,0.8830546343326569,84.75,1.0276733493804933,75.75
21,0.844705062508583,85.0,0.9867743349075317,76.0
22,0.8155787694454193,85.5625,0.9664632225036621,77.75
23,0.7784745782613754,86.6875,0.9350596475601196,77.25
24,0.7555524563789368,86.3125,0.9134665822982788,76.5
25,0.7330875098705292,86.5625,0.8919346284866333,77.0
26,0.7068589955568314,87.25,0.868648681640625,77.75
27,0.6852405202388764,87.3125,0.8470398283004761,77.25
28,0.6611365455389023,87.0625,0.8338121175765991,78.0
29,0.6448651069402694,87.6875,0.8177979350090027,79.75
30,0.6229053592681885,88.25,0.803934485912323,79.25
31,0.6105818945169449,88.25,0.7862071657180786,80.0
32,0.5860371869802475,89.1875,0.7724968814849853,78.75
33,0.5757408517599106,89.0,0.7646019315719604,79.75
34,0.5567024195194245,88.9375,0.7511206793785096,78.5
35,0.5481324172019959,89.0,0.7406368589401245,81.0
36,0.5294880419969559,89.75,0.7360055112838745,80.0
37,0.5205009239912033,89.9375,0.7196919250488282,81.0
38,0.5048317751288414,90.25,0.71424156665802,80.25
39,0.5006798076629638,89.625,0.7045139980316162,80.0
40,0.4884425300359726,89.5,0.6999076700210571,80.25
41,0.4809558588266373,90.5,0.692144021987915,81.75
42,0.4652253347635269,90.25,0.6864879894256591,80.25
43,0.45573202848434446,91.0,0.6787714552879334,80.0
44,0.44935377448797226,90.9375,0.6732120847702027,81.75
45,0.4362017911672592,91.75,0.6705279088020325,80.75
46,0.42696177929639817,91.0,0.6677919220924378,80.75
47,0.427835613489151,91.125,0.6551772093772888,81.0
48,0.41321691185235976,91.375,0.6462765717506409,82.75
49,0.40209016323089597,90.875,0.6508629631996155,81.25
50,0.3983020070195198,91.4375,0.6357351636886597,82.75
