epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,2.88815931558609,44.0625,1.6880905723571777,70.0
2,1.258679120540619,73.3125,0.9098754215240479,82.5
3,0.7942220962047577,82.0,0.7085991287231446,83.0
4,0.6070297795534134,85.6875,0.6299972176551819,82.5
5,0.5133137226104736,87.375,0.570857754945755,86.5
6,0.441521118581295,88.5625,0.5599512577056884,85.5
7,0.3814062070846558,90.4375,0.49284412026405333,87.0
8,0.3354207181930542,91.75,0.506262356042862,86.25
9,0.3050086972117424,92.5625,0.5036676424741745,86.5
10,0.2775445903837681,93.4375,0.4908243811130524,88.75
11,0.23923076704144478,94.6875,0.5006177067756653,87.75
12,0.22613772943615915,94.9375,0.4962519967556,86.75
13,0.2034668119251728,94.9375,0.5023067581653595,87.5
14,0.19316696353256702,95.125,0.5076248872280121,88.5
15,0.19506815433502198,94.8125,0.5338357353210449,85.5
16,0.16666860342025758,96.3125,0.5066614305973053,88.0
17,0.15142945609986783,96.5625,0.5118419259786606,87.75
18,0.1444183649867773,97.0625,0.5033320534229279,87.5
19,0.12004056334495544,97.6875,0.4978725552558899,88.25
20,0.11172746740281582,98.0,0.5222645759582519,86.75
21,0.12115257866680622,97.125,0.524927270412445,87.5
22,0.1002659148350358,98.1875,0.5412469899654389,87.5
23,0.09462757430970668,98.3125,0.5153365528583527,88.0
24,0.09455816173925996,98.0,0.5562064337730408,87.25
25,0.0843889456242323,98.6875,0.5602020096778869,86.25
26,0.08471479043364524,98.375,0.5430922830104827,88.0
27,0.0700304352492094,98.875,0.5557677173614501,87.75
28,0.06855444995686412,99.25,0.5391367906332016,86.75
29,0.06414674147963524,99.25,0.5538605153560638,87.75
30,0.06290573958307505,99.125,0.5998847597837448,88.5
31,0.059287519683130084,99.125,0.5934180748462677,86.25
32,0.05819111261516809,99.0,0.596683155298233,88.0
33,0.05366603208705783,99.0,0.5894615173339843,88.0
34,0.05010962919332087,99.3125,0.5875913739204407,87.25
35,0.045653703957796096,99.375,0.6085264348983764,87.5
36,0.043472313731908796,99.5625,0.6392788338661194,87.5
37,0.04235045664012432,99.75,0.6052261221408844,88.5
38,0.038124281945638355,99.6875,0.6335762739181519,87.75
39,0.04272467108443379,99.375,0.6862129747867585,87.25
40,0.035931637715548276,99.6875,0.6618744266033173,88.0
41,0.033740231906995176,99.75,0.6489681738615036,87.0
42,0.0319889569375664,99.875,0.6646123719215393,87.25
43,0.030248724399134518,99.8125,0.6350269222259521,87.75
44,0.030070309406146408,99.8125,0.6565700221061707,87.75
45,0.02625033410266042,99.8125,0.6476601022481918,88.25
46,0.024190583950839936,99.8125,0.6823948043584823,87.75
47,0.02404245217796415,99.875,0.6919644093513488,86.75
48,0.03515926516614854,99.4375,0.7583690053224563,87.0
49,0.03275244386866689,99.6875,0.6808548271656036,87.25
50,0.029018012108281255,99.5625,0.6646378338336945,88.0
