epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,21.4103413772583,11.5625,3.8039373397827148,27.75
2,2.9367946076393125,31.9375,2.6642981815338134,36.25
3,2.2972148180007936,41.75,2.465002861022949,43.0
4,1.9198183441162109,48.6875,2.1925401210784914,48.0
5,1.6342885708808899,56.4375,2.0837444496154784,51.0
6,1.4488911378383635,58.9375,1.91379807472229,53.75
7,1.3153676092624664,61.9375,1.826834855079651,58.75
8,1.1016193127632141,67.875,1.8986974382400512,56.25
9,1.0358497822284698,69.8125,2.0979320764541627,53.25
10,0.9499635422229766,71.0625,1.6617746591567992,59.5
11,0.8161960554122925,75.6875,1.756314196586609,60.25
12,0.8370921230316162,74.5,1.7709023666381836,60.5
13,0.7625018066167831,75.5,1.809734706878662,57.75
14,0.7499945569038391,75.8125,1.6597325372695924,61.25
15,0.6583111101388931,80.0625,1.8320004987716674,62.25
16,0.6298918038606643,79.5,1.6999114751815796,61.75
17,0.5460445913672447,82.875,1.8157932710647584,63.25
18,0.5397630938887596,82.5625,1.8396124744415283,62.0
19,0.5391959118843078,82.875,1.758689556121826,61.0
20,0.5782694756984711,81.1875,1.8105102920532226,60.75
21,0.4938596087694168,83.5,1.9442609357833862,63.25
22,0.4775689578056335,84.625,1.9606308841705322,63.75
23,0.49757933676242827,83.8125,1.697879753112793,66.0
24,0.47257768630981445,84.4375,1.7750136041641236,64.0
25,0.44640875309705735,85.1875,2.0809062480926515,62.0
26,0.44242499351501463,85.125,1.732452268600464,65.0
27,0.4068402925133705,85.875,1.719709596633911,64.25
28,0.44246650487184525,85.4375,1.82650484085083,65.5
29,0.4753342655301094,85.0625,1.973454623222351,62.25
30,0.38431219607591627,86.875,1.9145037889480592,65.75
31,0.37499761492013933,87.75,1.9041125297546386,67.75
32,0.4204617238044739,85.875,1.8676348114013672,64.75
33,0.37401549369096754,87.5,2.0769992685317993,64.25
34,0.41454040989279745,86.75,2.094354829788208,61.25
35,0.40126378312706945,86.3125,1.8588743257522582,63.25
36,0.3481426501274109,88.0625,1.7073452639579774,69.0
37,0.3863177904486656,88.25,1.710221848487854,67.5
38,0.2956075245141983,89.5625,1.7752767276763917,67.0
39,0.28530013002455235,90.5625,1.7397559547424317,65.25
40,0.28596439644694327,90.25,2.176731858253479,67.25
41,0.3092355490475893,89.75,2.000243625640869,67.0
42,0.3223153229057789,89.8125,1.9386322593688965,62.5
43,0.3580593291670084,88.375,1.9274165534973144,64.75
44,0.31423447147011757,88.9375,1.9223986053466797,65.25
45,0.30280585154891015,89.6875,2.0614123821258543,65.5
46,0.31837926477193834,87.6875,2.0677856731414797,65.0
47,0.27923925310373304,90.125,1.9926582169532776,65.5
48,0.2701007506251335,90.875,2.039036583900452,65.25
49,0.3175401596724987,90.3125,2.175613565444946,64.75
50,0.322172522097826,89.5,1.9953440856933593,65.5
